Date,Price, Yield,Dividend
8/1/1954,252.82,4.75,12.01
9/1/1954,259.71,4.67,12.14
10/1/1954,265.74,4.63,12.3
11/1/1954,276.14,4.55,12.55
12/1/1954,289.86,4.4,12.76
1/1/1955,295.08,4.35,12.85
2/1/1955,304.94,4.21,12.85
3/1/1955,302.54,4.27,12.93
4/1/1955,312.98,4.13,12.93
5/1/1955,311.66,4.18,13.01
6/1/1955,329.73,3.95,13.01
7/1/1955,352.53,3.72,13.13
8/1/1955,350.38,3.77,13.21
9/1/1955,364.79,3.65,13.33
10/1/1955,346.44,3.87,13.41
11/1/1955,369.81,3.63,13.41
12/1/1955,374.66,3.61,13.54
1/1/1956,364.58,3.78,13.79
2/1/1956,366.9,3.83,14.04
3/1/1956,392.16,3.64,14.29
4/1/1956,395.31,3.64,14.4
5/1/1956,381.47,3.82,14.59
6/1/1956,376.47,3.89,14.65
7/1/1956,394,3.71,14.62
8/1/1956,393.09,3.77,14.84
9/1/1956,378.33,3.93,14.86
10/1/1956,372.12,3.91,14.57
11/1/1956,368.26,3.87,14.24
12/1/1956,372.38,3.75,13.95
1/1/1957,364.28,3.83,13.95
2/1/1957,347.3,3.98,13.82
3/1/1957,350.51,3.93,13.77
4/1/1957,357.35,3.84,13.72
5/1/1957,369.75,3.7,13.67
6/1/1957,374.49,3.64,13.63
7/1/1957,379.36,3.59,13.61
8/1/1957,358.48,3.82,13.69
9/1/1957,343.93,4,13.76
10/1/1957,322.5,4.29,13.84
11/1/1957,314.43,4.41,13.87
12/1/1957,314.28,4.44,13.95
1/1/1958,318.19,4.33,13.77
2/1/1958,319.27,4.31,13.77
3/1/1958,323.59,4.2,13.6
4/1/1958,324.23,4.16,13.48
5/1/1958,334.65,3.98,13.32
6/1/1958,342.69,3.87,13.25
7/1/1958,350.89,3.76,13.2
8/1/1958,365.28,3.63,13.25
9/1/1958,374.93,3.53,13.25
10/1/1958,390.16,3.42,13.32
11/1/1958,400.65,3.31,13.28
12/1/1958,409.61,3.27,13.4
1/1/1959,424.46,3.16,13.43
2/1/1959,419.42,3.21,13.48
3/1/1959,430.06,3.15,13.55
4/1/1959,435.75,3.12,13.58
5/1/1959,442.31,3.07,13.58
6/1/1959,436.99,3.12,13.61
7/1/1959,452.78,3.01,13.64
8/1/1959,450.2,3.03,13.64
9/1/1959,430.91,3.17,13.67
10/1/1959,429.07,3.19,13.7
11/1/1959,430.8,3.18,13.7
12/1/1959,444.58,3.1,13.78
1/1/1960,438.31,3.22,14.12
2/1/1960,419.89,3.41,14.3
3/1/1960,414.17,3.53,14.6
4/1/1960,418.09,3.48,14.55
5/1/1960,414.26,3.53,14.63
6/1/1960,428.12,3.41,14.58
7/1/1960,417.5,3.49,14.58
8/1/1960,422.51,3.45,14.58
9/1/1960,409.8,3.56,14.58
10/1/1960,399.03,3.63,14.48
11/1/1960,411.95,3.52,14.48
12/1/1960,421.83,3.43,14.48
1/1/1961,443.51,3.27,14.48
2/1/1961,461.71,3.12,14.41
3/1/1961,476.19,3.03,14.41
4/1/1961,488.89,2.95,14.41
5/1/1961,493.86,2.92,14.41
6/1/1961,487.33,2.96,14.41
7/1/1961,482.75,2.98,14.39
8/1/1961,501.76,2.88,14.43
9/1/1961,496.18,2.91,14.46
10/1/1961,501.64,2.91,14.61
11/1/1961,524.36,2.81,14.75
12/1/1961,529.23,2.82,14.9
1/1/1962,509.53,2.94,14.98
2/1/1962,516.29,2.89,14.93
3/1/1962,516.81,2.9,15
4/1/1962,498.68,3.01,15.02
5/1/1962,461.6,3.25,15.02
6/1/1962,407.66,3.7,15.1
7/1/1962,416.11,3.63,15.12
8/1/1962,427.43,3.54,15.12
9/1/1962,422.24,3.59,15.14
10/1/1962,408.91,3.74,15.29
11/1/1962,437.09,3.51,15.36
12/1/1962,456.02,3.4,15.51
1/1/1963,473.63,3.29,15.58
2/1/1963,479.89,3.25,15.58
3/1/1963,476.51,3.27,15.6
4/1/1963,498.93,3.16,15.75
5/1/1963,508.94,3.11,15.82
6/1/1963,507.06,3.14,15.91
7/1/1963,497.91,3.19,15.86
8/1/1963,511.68,3.11,15.93
9/1/1963,525.16,3.03,15.93
10/1/1963,524.75,3.05,16.02
11/1/1963,521.8,3.11,16.24
12/1/1963,531.22,3.07,16.33
1/1/1964,547.55,3.01,16.47
2/1/1964,554.28,2.98,16.54
3/1/1964,564.38,2.96,16.69
4/1/1964,572.54,2.94,16.83
5/1/1964,578.13,2.92,16.9
6/1/1964,572.84,2.97,16.99
7/1/1964,592.2,2.88,17.08
8/1/1964,585.4,2.95,17.28
9/1/1964,593.55,2.93,17.36
10/1/1964,603.8,2.9,17.51
11/1/1964,606.05,2.9,17.59
12/1/1964,595.55,2.98,17.73
1/1/1965,610.87,2.93,17.88
2/1/1965,615.34,2.92,17.95
3/1/1965,613.94,2.94,18.03
4/1/1965,620.02,2.92,18.11
5/1/1965,629.25,2.9,18.25
6/1/1965,595.58,3.07,18.28
7/1/1965,594.67,3.1,18.42
8/1/1965,605.73,3.05,18.49
9/1/1965,625.97,2.98,18.63
10/1/1965,638.03,2.93,18.71
11/1/1965,643.33,2.93,18.85
12/1/1965,638.39,2.97,18.93
1/1/1966,649.45,2.94,19.07
2/1/1966,641.04,2.98,19.09
3/1/1966,612.77,3.13,19.17
4/1/1966,627.62,3.06,19.18
5/1/1966,594.59,3.24,19.25
6/1/1966,587.84,3.29,19.33
7/1/1966,584.53,3.32,19.41
8/1/1966,545.83,3.56,19.42
9/1/1966,526.61,3.71,19.56
10/1/1966,518.83,3.73,19.37
11/1/1966,544.8,3.56,19.37
12/1/1966,547.09,3.53,19.31
1/1/1967,568.07,3.41,19.37
2/1/1967,587.65,3.31,19.44
3/1/1967,599.68,3.24,19.45
4/1/1967,608.17,3.19,19.39
5/1/1967,617.2,3.13,19.33
6/1/1967,607.64,3.17,19.27
7/1/1967,616.29,3.13,19.28
8/1/1967,624.23,3.08,19.22
9/1/1967,631.06,3.05,19.23
10/1/1967,628.21,3.05,19.18
11/1/1967,606.7,3.15,19.12
12/1/1967,622.15,3.06,19.06
1/1/1968,616.81,3.08,19.02
2/1/1968,587.25,3.24,19.02
3/1/1968,574.83,3.31,19.03
4/1/1968,615.49,3.09,19.04
5/1/1968,627.81,3.04,19.12
6/1/1968,640.97,2.98,19.07
7/1/1968,636.03,2.99,19.02
8/1/1968,620.36,3.08,19.1
9/1/1968,638.71,2.99,19.1
10/1/1968,650.76,2.93,19.06
11/1/1968,658.93,2.9,19.13
12/1/1968,663.93,2.88,19.14
1/1/1969,634.09,3.02,19.15
2/1/1969,627.46,3.04,19.1
3/1/1969,608.76,3.12,19
4/1/1969,617.6,3.07,18.96
5/1/1969,635.96,2.98,18.97
6/1/1969,599.47,3.16,18.93
7/1/1969,569.57,3.32,18.88
8/1/1969,563.32,3.33,18.78
9/1/1969,563.77,3.33,18.79
10/1/1969,566.74,3.3,18.69
11/1/1969,567.79,3.28,18.65
12/1/1969,534.84,3.47,18.55
1/1/1970,528.74,3.5,18.5
2/1/1970,507.62,3.64,18.46
3/1/1970,513.59,3.58,18.37
4/1/1970,494.07,3.69,18.22
5/1/1970,436.08,4.18,18.23
6/1/1970,431.16,4.21,18.14
7/1/1970,429.68,4.2,18.05
8/1/1970,442.17,4.09,18.1
9/1/1970,466.22,3.86,18.01
10/1/1970,473.91,3.76,17.81
11/1/1970,471.01,3.75,17.66
12/1/1970,500.73,3.49,17.46
1/1/1971,519.86,3.35,17.4
2/1/1971,538.63,3.21,17.31
3/1/1971,551.06,3.12,17.21
4/1/1971,568.45,3.02,17.16
5/1/1971,557.94,3.05,17.02
6/1/1971,543.57,3.11,16.9
7/1/1971,538.32,3.13,16.86
8/1/1971,527.46,3.18,16.76
9/1/1971,539.17,3.11,16.76
10/1/1971,526.44,3.17,16.67
11/1/1971,502.03,3.32,16.67
12/1/1971,534,3.1,16.53
1/1/1972,556.24,2.97,16.53
2/1/1972,563.72,2.92,16.45
3/1/1972,575.73,2.85,16.41
4/1/1972,580.21,2.82,16.37
5/1/1972,572.96,2.85,16.33
6/1/1972,573.18,2.84,16.29
7/1/1972,566.22,2.86,16.22
8/1/1972,584.89,2.77,16.23
9/1/1972,575.09,2.82,16.19
10/1/1972,573.42,2.83,16.22
11/1/1972,600.77,2.72,16.34
12/1/1972,611.86,2.68,16.4
1/1/1973,615.1,2.67,16.42
2/1/1973,589.13,2.77,16.3
3/1/1973,574.49,2.82,16.2
4/1/1973,559.87,2.89,16.19
5/1/1973,540.42,2.99,16.13
6/1/1973,524.74,3.07,16.12
7/1/1973,528.55,3.06,16.19
8/1/1973,509.36,3.13,15.95
9/1/1973,517.04,3.1,16.01
10/1/1973,532.89,3.01,16.06
11/1/1973,491.8,3.27,16.1
12/1/1973,454.02,3.57,16.19
1/1/1974,456.44,3.54,16.15
2/1/1974,438.17,3.66,16.04
3/1/1974,451.14,3.53,15.93
4/1/1974,426.3,3.74,15.95
5/1/1974,408.33,3.88,15.85
6/1/1974,405.54,3.9,15.81
7/1/1974,355.31,4.45,15.81
8/1/1974,336.52,4.68,15.76
9/1/1974,297.94,5.27,15.7
10/1/1974,300.74,5.17,15.55
11/1/1974,308.29,5.02,15.47
12/1/1974,286,5.37,15.35
1/1/1975,308.22,4.99,15.38
2/1/1975,337.66,4.56,15.39
3/1/1975,351.83,4.38,15.41
4/1/1975,354.43,4.34,15.4
5/1/1975,374.81,4.11,15.39
6/1/1975,381.51,4.02,15.32
7/1/1975,377.66,4.01,15.15
8/1/1975,349.33,4.33,15.12
9/1/1975,343.19,4.38,15.04
10/1/1975,357.04,4.18,14.92
11/1/1975,360.46,4.1,14.77
12/1/1975,353.7,4.15,14.67
1/1/1976,385.54,3.8,14.65
2/1/1976,398.99,3.67,14.64
3/1/1976,400.26,3.65,14.61
4/1/1976,401.99,3.64,14.64
5/1/1976,396.4,3.7,14.65
6/1/1976,396.64,3.69,14.65
7/1/1976,403.86,3.64,14.69
8/1/1976,398.28,3.7,14.73
9/1/1976,405.35,3.65,14.79
10/1/1976,389.49,3.85,14.98
11/1/1976,386.15,3.93,15.19
12/1/1976,398.13,3.87,15.4
1/1/1977,392.68,3.95,15.51
2/1/1977,378.21,4.1,15.5
3/1/1977,374.18,4.17,15.58
4/1/1977,365.35,4.29,15.68
5/1/1977,362.46,4.35,15.78
6/1/1977,362.01,4.39,15.9
7/1/1977,363.53,4.4,16
8/1/1977,353.48,4.55,16.09
9/1/1977,346.85,4.68,16.22
10/1/1977,336.78,4.86,16.38
11/1/1977,337.08,4.89,16.48
12/1/1977,334.35,4.98,16.64
1/1/1978,319.57,5.22,16.68
2/1/1978,313.07,5.35,16.75
3/1/1978,310.04,5.4,16.76
4/1/1978,321.09,5.22,16.76
5/1/1978,334.23,5,16.71
6/1/1978,331.49,5.03,16.67
7/1/1978,327.38,5.09,16.67
8/1/1978,348.4,4.79,16.7
9/1/1978,345.78,4.83,16.71
10/1/1978,331.8,5.01,16.62
11/1/1978,310.98,5.33,16.58
12/1/1978,314.18,5.28,16.57
1/1/1979,323.09,5.12,16.56
2/1/1979,314.61,5.25,16.53
3/1/1979,317.38,5.19,16.49
4/1/1979,320.05,5.14,16.46
5/1/1979,308.69,5.3,16.37
6/1/1979,311.3,5.25,16.35
7/1/1979,310.92,5.26,16.35
8/1/1979,322.07,5.07,16.34
9/1/1979,322.18,5.07,16.35
10/1/1979,307.54,5.32,16.36
11/1/1979,302.37,5.4,16.33
12/1/1979,311.05,5.24,16.3
1/1/1980,315.47,5.14,16.21
2/1/1980,323.41,4.99,16.13
3/1/1980,289.28,5.54,16.02
4/1/1980,281.42,5.68,15.98
5/1/1980,291.38,5.47,15.94
6/1/1980,306.68,5.18,15.9
7/1/1980,320.59,4.99,16
8/1/1980,328.11,4.88,16.02
9/1/1980,333.28,4.8,15.99
10/1/1980,339.79,4.69,15.92
11/1/1980,351.25,4.52,15.87
12/1/1980,342.35,4.61,15.8
1/1/1981,338.32,4.66,15.77
2/1/1981,323.28,4.86,15.71
3/1/1981,333.09,4.71,15.7
4/1/1981,333.83,4.7,15.7
5/1/1981,324.57,4.82,15.65
6/1/1981,323.17,4.83,15.61
7/1/1981,311.91,4.98,15.54
8/1/1981,310.75,5,15.54
9/1/1981,280.91,5.51,15.48
10/1/1981,283.86,5.48,15.54
11/1/1981,290.28,5.36,15.56
12/1/1981,291.47,5.36,15.61
1/1/1982,275.29,5.68,15.63
2/1/1982,267.86,5.84,15.65
3/1/1982,259.48,6.06,15.74
4/1/1982,271.22,5.8,15.74
5/1/1982,268.9,5.82,15.66
6/1/1982,250.29,6.21,15.54
7/1/1982,248.32,6.23,15.48
8/1/1982,248.49,6.24,15.49
9/1/1982,276.69,5.6,15.48
10/1/1982,299.06,5.17,15.46
11/1/1982,311.87,4.97,15.49
12/1/1982,316.09,4.93,15.58
1/1/1983,326.53,4.77,15.57
2/1/1983,331.85,4.7,15.6
3/1/1983,343.38,4.55,15.62
4/1/1983,353.96,4.39,15.53
5/1/1983,366.1,4.22,15.46
6/1/1983,370.11,4.17,15.44
7/1/1983,369.96,4.17,15.42
8/1/1983,358.69,4.3,15.42
9/1/1983,367.46,4.19,15.38
10/1/1983,367.46,4.19,15.4
11/1/1983,361.27,4.27,15.44
12/1/1983,359.16,4.31,15.49
1/1/1984,361.39,4.28,15.46
2/1/1984,339.96,4.55,15.45
3/1/1984,339.51,4.56,15.49
4/1/1984,338.3,4.58,15.5
5/1/1984,335.18,4.64,15.56
6/1/1984,326.74,4.77,15.6
7/1/1984,321.23,4.85,15.58
8/1/1984,348.17,4.48,15.59
9/1/1984,350.09,4.44,15.55
10/1/1984,346.36,4.51,15.62
11/1/1984,349.51,4.5,15.72
12/1/1984,345.73,4.58,15.83
1/1/1985,359.97,4.41,15.88
2/1/1985,377.69,4.21,15.91
3/1/1985,373.15,4.27,15.93
4/1/1985,373.89,4.26,15.92
5/1/1985,381.36,4.17,15.9
6/1/1985,388.53,4.1,15.92
7/1/1985,395.2,4.04,15.95
8/1/1985,385.86,4.15,16
9/1/1985,376.21,4.26,16.02
10/1/1985,379.1,4.22,16
11/1/1985,401,3.99,16
12/1/1985,419.74,3.81,16
1/1/1986,420.41,3.81,16.03
2/1/1986,444.24,3.64,16.16
3/1/1986,472.52,3.45,16.31
4/1/1986,485.01,3.38,16.4
5/1/1986,484.69,3.38,16.4
6/1/1986,495.77,3.3,16.37
7/1/1986,485.47,3.39,16.45
8/1/1986,494.27,3.34,16.52
9/1/1986,478.57,3.45,16.53
10/1/1986,476.33,3.48,16.55
11/1/1986,491.33,3.37,16.56
12/1/1986,497.9,3.33,16.58
1/1/1987,526.41,3.14,16.52
2/1/1987,557.04,2.96,16.5
3/1/1987,577.46,2.85,16.46
4/1/1987,568.1,2.9,16.5
5/1/1987,565.7,2.93,16.55
6/1/1987,587.69,2.83,16.61
7/1/1987,603.06,2.76,16.67
8/1/1987,637.23,2.61,16.66
9/1/1987,613.32,2.72,16.67
10/1/1987,537.82,3.11,16.72
11/1/1987,469.85,3.58,16.8
12/1/1987,462.18,3.66,16.9
1/1/1988,479.15,3.54,16.95
2/1/1988,492.41,3.45,16.98
3/1/1988,504.74,3.37,17
4/1/1988,496.29,3.44,17.08
5/1/1988,482.36,3.57,17.22
6/1/1988,507.7,3.41,17.31
7/1/1988,502.57,3.46,17.39
8/1/1988,490.42,3.56,17.44
9/1/1988,495.08,3.53,17.48
10/1/1988,510.74,3.44,17.58
11/1/1988,498.55,3.56,17.73
12/1/1988,507.82,3.52,17.87
1/1/1989,521.57,3.44,17.93
2/1/1989,535.08,3.37,18.02
3/1/1989,529.66,3.41,18.06
4/1/1989,543.48,3.34,18.14
5/1/1989,561.14,3.25,18.22
6/1/1989,577.26,3.18,18.37
7/1/1989,590.46,3.14,18.54
8/1/1989,615.62,3.04,18.74
9/1/1989,614.89,3.07,18.89
10/1/1989,612.13,3.11,19.03
11/1/1989,598.01,3.21,19.2
12/1/1989,611.81,3.17,19.39
1/1/1990,590.57,3.28,19.35
2/1/1990,571.34,3.4,19.42
3/1/1990,582.01,3.34,19.47
4/1/1990,580.63,3.38,19.64
5/1/1990,599.95,3.3,19.78
6/1/1990,613.99,3.24,19.88
7/1/1990,611.03,3.26,19.91
8/1/1990,556.22,3.56,19.81
9/1/1990,526.02,3.75,19.75
10/1/1990,509.13,3.88,19.78
11/1/1990,521.5,3.81,19.86
12/1/1990,543.76,3.68,20.01
1/1/1991,535.17,3.72,19.91
2/1/1991,594.75,3.34,19.88
3/1/1991,610.29,3.26,19.87
4/1/1991,621.5,3.19,19.86
5/1/1991,616.91,3.21,19.81
6/1/1991,615.58,3.21,19.77
7/1/1991,617.83,3.21,19.81
8/1/1991,630.88,3.14,19.83
9/1/1991,624.57,3.17,19.81
10/1/1991,623.15,3.17,19.73
11/1/1991,619.8,3.17,19.64
12/1/1991,623.5,3.14,19.58
1/1/1992,666.78,2.94,19.62
2/1/1992,658.76,2.98,19.61
3/1/1992,647.18,3.02,19.57
4/1/1992,646.34,3.02,19.55
5/1/1992,657.13,2.97,19.52
6/1/1992,644.47,3.02,19.45
7/1/1992,653.77,2.97,19.44
8/1/1992,656.44,2.96,19.43
9/1/1992,655.44,2.96,19.41
10/1/1992,643.8,3,19.34
11/1/1992,659.01,2.93,19.29
12/1/1992,679.43,2.84,19.31
1/1/1993,675.46,2.85,19.26
2/1/1993,683.11,2.82,19.25
3/1/1993,693.77,2.77,19.23
4/1/1993,680.96,2.82,19.2
5/1/1993,683.34,2.81,19.2
6/1/1993,686.7,2.79,19.19
7/1/1993,685.52,2.8,19.19
8/1/1993,694.09,2.76,19.14
9/1/1993,700.44,2.73,19.1
10/1/1993,704.64,2.7,19.05
11/1/1993,702.62,2.71,19.06
12/1/1993,707.27,2.7,19.1
1/1/1994,715.99,2.67,19.1
2/1/1994,711.42,2.69,19.11
3/1/1994,697.32,2.74,19.11
4/1/1994,671.48,2.85,19.14
5/1/1994,676.53,2.84,19.21
6/1/1994,680.12,2.82,19.2
7/1/1994,673.18,2.85,19.19
8/1/1994,689.54,2.78,19.16
9/1/1994,691.72,2.77,19.15
10/1/1994,686.59,2.81,19.26
11/1/1994,681.54,2.84,19.37
12/1/1994,672.93,2.9,19.48
1/1/1995,685.06,2.83,19.41
2/1/1995,706.78,2.73,19.33
3/1/1995,720.87,2.67,19.27
4/1/1995,740,2.61,19.29
5/1/1995,761.66,2.54,19.35
6/1/1995,782.71,2.48,19.4
7/1/1995,808.86,2.41,19.5
8/1/1995,809.27,2.42,19.55
9/1/1995,836.08,2.35,19.62
10/1/1995,839.34,2.34,19.65
11/1/1995,858.05,2.3,19.77
12/1/1995,886.06,2.24,19.88
1/1/1996,880.68,2.26,19.91
2/1/1996,928.02,2.16,20
3/1/1996,919.74,2.18,20.04
4/1/1996,916.35,2.19,20.05
5/1/1996,934.46,2.15,20.08
6/1/1996,944.13,2.13,20.15
7/1/1996,907.89,2.24,20.3
8/1/1996,932.34,2.19,20.44
9/1/1996,946.5,2.17,20.56
10/1/1996,980.67,2.1,20.61
11/1/1996,1026.55,2.01,20.68
12/1/1996,1037.13,2,20.79
1/1/1997,1065.82,1.95,20.8
2/1/1997,1107.09,1.88,20.81
3/1/1997,1095.71,1.9,20.83
4/1/1997,1055.34,1.98,20.85
5/1/1997,1151.6,1.82,20.91
6/1/1997,1209.8,1.73,20.93
7/1/1997,1275.86,1.64,20.99
8/1/1997,1276.17,1.65,21.02
9/1/1997,1286.43,1.64,21.05
10/1/1997,1302.61,1.62,21.08
11/1/1997,1286.64,1.64,21.16
12/1/1997,1320.41,1.61,21.27
1/1/1998,1319.31,1.61,21.3
2/1/1998,1399.41,1.52,21.32
3/1/1998,1469.26,1.45,21.35
4/1/1998,1514.71,1.42,21.45
5/1/1998,1506.78,1.43,21.55
6/1/1998,1504.89,1.44,21.66
7/1/1998,1568.4,1.39,21.72
8/1/1998,1455.47,1.5,21.78
9/1/1998,1380.67,1.58,21.85
10/1/1998,1393.27,1.57,21.82
11/1/1998,1544.35,1.41,21.83
12/1/1998,1606.89,1.36,21.87
1/1/1999,1682.08,1.3,21.93
2/1/1999,1677.09,1.31,22.02
3/1/1999,1719.06,1.28,22.06
4/1/1999,1777.35,1.23,21.8
5/1/1999,1773.77,1.22,21.69
6/1/1999,1761.09,1.23,21.59
7/1/1999,1833.39,1.18,21.63
8/1/1999,1758.15,1.23,21.69
9/1/1999,1737.49,1.25,21.7
10/1/1999,1710.49,1.27,21.67
11/1/1999,1829.13,1.18,21.66
12/1/1999,1878.68,1.15,21.67
1/1/2000,1869.06,1.16,21.72
2/1/2000,1810.19,1.2,21.73
3/1/2000,1864.34,1.16,21.67
4/1/2000,1888,1.15,21.63
5/1/2000,1830.46,1.18,21.58
6/1/2000,1876.72,1.14,21.44
7/1/2000,1886.51,1.13,21.23
8/1/2000,1902.47,1.11,21.08
9/1/2000,1870.43,1.11,20.82
10/1/2000,1768.11,1.17,20.76
11/1/2000,1751.72,1.18,20.71
12/1/2000,1692.81,1.22,20.69
1/1/2001,1688.11,1.21,20.44
2/1/2001,1643.77,1.23,20.23
3/1/2001,1489.45,1.35,20.06
4/1/2001,1488.54,1.33,19.87
5/1/2001,1582.14,1.24,19.65
6/1/2001,1540.11,1.27,19.51
7/1/2001,1501.73,1.3,19.59
8/1/2001,1469.37,1.33,19.6
9/1/2001,1296.63,1.51,19.54
10/1/2001,1340.8,1.46,19.6
11/1/2001,1409.3,1.39,19.64
12/1/2001,1433.98,1.37,19.71
1/1/2002,1424.84,1.38,19.67
2/1/2002,1370.02,1.43,19.58
3/1/2002,1428.11,1.36,19.47
4/1/2002,1368.64,1.42,19.48
5/1/2002,1328.41,1.48,19.61
6/1/2002,1247.43,1.58,19.72
7/1/2002,1110.35,1.77,19.6
8/1/2002,1117.63,1.74,19.44
9/1/2002,1061.08,1.82,19.31
10/1/2002,1043.23,1.86,19.38
11/1/2002,1110.74,1.76,19.51
12/1/2002,1100.04,1.79,19.66
1/1/2003,1091.13,1.8,19.63
2/1/2003,1011.7,1.93,19.54
3/1/2003,1017.2,1.92,19.49
4/1/2003,1071.67,1.82,19.51
5/1/2003,1128.81,1.73,19.53
6/1/2003,1190.28,1.64,19.48
7/1/2003,1194.45,1.64,19.63
8/1/2003,1186.31,1.66,19.72
9/1/2003,1218.21,1.63,19.82
10/1/2003,1242.6,1.62,20.17
11/1/2003,1259.37,1.63,20.54
12/1/2003,1297.65,1.61,20.88
1/1/2004,1353.34,1.55,21.03
2/1/2004,1358.95,1.56,21.17
3/1/2004,1327.36,1.6,21.28
4/1/2004,1334.17,1.61,21.44
5/1/2004,1290.62,1.67,21.55
6/1/2004,1321.51,1.64,21.7
7/1/2004,1292.16,1.7,21.96
8/1/2004,1271.73,1.74,22.15
9/1/2004,1302.52,1.71,22.33
10/1/2004,1295.18,1.72,22.32
11/1/2004,1354.44,1.66,22.42
12/1/2004,1394.63,1.62,22.61
1/1/2005,1371.04,1.67,22.86
2/1/2005,1384.2,1.66,23.04
3/1/2005,1368.05,1.69,23.16
4/1/2005,1324.25,1.76,23.27
5/1/2005,1341.38,1.76,23.57
6/1/2005,1367.97,1.74,23.82
7/1/2005,1384.31,1.73,23.91
8/1/2005,1379.55,1.74,24
9/1/2005,1364.73,1.75,23.91
10/1/2005,1324.26,1.82,24.14
11/1/2005,1385.84,1.78,24.61
12/1/2005,1419.25,1.76,24.99
1/1/2006,1427.11,1.75,25.01
2/1/2006,1421.92,1.77,25.17
3/1/2006,1433.02,1.76,25.24
4/1/2006,1430.19,1.77,25.27
5/1/2006,1409.84,1.8,25.38
6/1/2006,1366.88,1.87,25.57
7/1/2006,1370.53,1.88,25.73
8/1/2006,1397.05,1.86,25.92
9/1/2006,1437.3,1.83,26.29
10/1/2006,1495.19,1.79,26.72
11/1/2006,1525.16,1.77,27.04
12/1/2006,1553.36,1.76,27.29
1/1/2007,1557.09,1.76,27.42
2/1/2007,1571.25,1.75,27.5
3/1/2007,1516.28,1.81,27.47
4/1/2007,1567.2,1.76,27.54
5/1/2007,1608.23,1.72,27.61
6/1/2007,1608.36,1.73,27.8
7/1/2007,1615.7,1.74,28.09
8/1/2007,1548.32,1.84,28.42
9/1/2007,1589.18,1.8,28.63
10/1/2007,1630.84,1.77,28.83
11/1/2007,1540.91,1.88,28.94
12/1/2007,1558.62,1.87,29.22
1/1/2008,1445.58,2.03,29.27
2/1/2008,1416.42,2.07,29.39
3/1/2008,1364.94,2.15,29.33
4/1/2008,1411.85,2.08,29.3
5/1/2008,1433.52,2.04,29.19
6/1/2008,1356.54,2.14,29.04
7/1/2008,1265.02,2.29,28.94
8/1/2008,1294.48,2.25,29.09
9/1/2008,1231.01,2.37,29.18
10/1/2008,989.99,2.96,29.33
11/1/2008,919.93,3.23,29.73
12/1/2008,923.82,3.24,29.89
1/1/2009,907.26,3.24,29.36
2/1/2009,839.83,3.43,28.82
3/1/2009,787.74,3.6,28.35
4/1/2009,880.25,3.15,27.71
5/1/2009,933.86,2.9,27.05
6/1/2009,950.24,2.76,26.26
7/1/2009,961.72,2.67,25.71
8/1/2009,1035.35,2.42,25.08
9/1/2009,1070.38,2.29,24.49
10/1/2009,1093.01,2.19,23.96
11/1/2009,1113.12,2.11,23.44
12/1/2009,1137.95,2.02,22.97
1/1/2010,1147.55,1.98,22.71
2/1/2010,1112.12,2.03,22.55
3/1/2010,1171.53,1.9,22.28
4/1/2010,1215.45,1.83,22.28
5/1/2010,1141.21,1.96,22.32
6/1/2010,1099.99,2.03,22.38
7/1/2010,1096.14,2.05,22.49
8/1/2010,1102.22,2.05,22.56
9/1/2010,1136.82,1.99,22.65
10/1/2010,1185.51,1.92,22.75
11/1/2010,1212.64,1.89,22.87
12/1/2010,1253.6,1.83,22.95
