Date,S&P 500 Earnings
May-01,49.41
Jun-01,45.74
Jul-01,42.34
Aug-01,38.83
Sep-01,35.14
Oct-01,33.75
Nov-01,32.31
Dec-01,30.92
Jan-02,30.85
Feb-02,30.74
Mar-02,30.57
Apr-02,31.24
May-02,32.08
Jun-02,32.9
Jul-02,34.33
Aug-02,35.69
Sep-02,37.1
Oct-02,35.91
Nov-02,34.8
Dec-02,33.75
Jan-03,34.71
Feb-03,35.55
Mar-03,36.43
Apr-03,38.21
May-03,39.97
Jun-03,41.62
Jul-03,43.19
Aug-03,44.65
Sep-03,46.1
Oct-03,50.21
Nov-03,54.4
Dec-03,58.53
Jan-04,59.55
Feb-04,60.51
Mar-04,61.41
Apr-04,62.84
May-04,64.1
Jun-04,65.51
Jul-04,66.24
Aug-04,66.84
Sep-04,67.33
Oct-04,67.27
Nov-04,67.54
Dec-04,68.09
Jan-05,68.63
Feb-05,68.92
Mar-05,69.06
Apr-05,69.75
May-05,70.98
Jun-05,72.09
Jul-05,72.97
Aug-05,73.81
Sep-05,74.11
Oct-05,75.2
Nov-05,77.07
Dec-05,78.64
Jan-06,79.06
Feb-06,79.93
Mar-06,80.49
Apr-06,80.48
May-06,80.74
Jun-06,81.25
Jul-06,82.49
Aug-06,83.8
Sep-06,85.7
Oct-06,87.24
Nov-06,88.45
Dec-06,89.39
Jan-07,89.72
Feb-07,89.83
Mar-07,89.61
Apr-07,89.66
May-07,89.75
Jun-07,90.2
Jul-07,87.98
Aug-07,85.91
Sep-07,83.43
Oct-07,78.87
Nov-07,74.04
Dec-07,69.73
Jan-08,67.36
Feb-08,65.15
Mar-08,62.59
Apr-08,59.11
May-08,55.55
Jun-08,51.96
Jul-08,49.86
Aug-08,48.24
Sep-08,46.48
Oct-08,36.37
Nov-08,26.3
Dec-08,15.66
Jan-09,12.8
Feb-09,9.94
Mar-09,7.14
Apr-09,7.35
May-09,7.54
Jun-09,7.71
Jul-09,9.44
Aug-09,11.14
Sep-09,12.85
Oct-09,25.95
Nov-09,39.04
Dec-09,52.24
Jan-10,55.45
Feb-10,58.82
Mar-10,61.96
Apr-10,63.97
May-10,66.04
Jun-10,68.23
Jul-10,69.73
Aug-10,71.24
Sep-10,72.8
