This file was created by CMPT_ME_BEME_RETS using the 201402 CRSP database.
It contains value- and equal-weighted returns for the intersections of  2
ME portfolios and  3 BE/ME portfolios.   

The portfolios are constructed at the end of Jun.  ME is market cap at the end
of Jun.  BE/ME is book equity at the last fiscal year end of the prior calendar
year divided by ME as of  6 months before formation.  Firms with negative
BE are not included in any portfolio.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
               Small                 Big         
          Low     2    High    Low     2    High 
  1970   0.53   1.08   2.00   0.31   0.83   1.56
  1971   0.30   0.70   1.54   0.25   0.75   1.32
  1972   0.31   0.70   1.48   0.22   0.74   1.25
  1973   0.53   1.11   2.10   0.27   0.85   1.58
  1974   0.68   1.42   2.65   0.44   1.32   2.20
  1975   0.57   1.24   2.20   0.50   1.22   2.11
  1976   0.52   1.12   1.93   0.45   1.10   1.70
  1977   0.50   1.03   1.78   0.52   1.05   1.60
  1978   0.46   1.01   1.65   0.51   1.11   1.72
  1979   0.46   1.04   1.70   0.52   1.09   1.71
  1980   0.41   1.12   1.91   0.50   1.00   1.73
  1981   0.32   0.92   1.63   0.48   0.99   1.61
  1982   0.52   1.24   2.18   0.55   1.28   1.91
  1983   0.25   0.74   1.37   0.32   0.84   1.36
  1984   0.39   0.90   1.58   0.40   0.89   1.61
  1985   0.34   0.81   1.44   0.38   0.81   1.29
  1986   0.26   0.65   1.24   0.30   0.66   1.10
  1987   0.24   0.62   1.14   0.26   0.60   1.01
  1988   0.31   0.71   1.34   0.34   0.74   1.22
  1989   0.31   0.69   1.29   0.31   0.69   1.10
  1990   0.28   0.72   1.47   0.27   0.71   1.23
  1991   0.29   0.73   1.61   0.29   0.77   1.27
  1992   0.29   0.67   1.29   0.25   0.67   1.02
  1993   0.26   0.58   1.12   0.25   0.57   0.96
  1994   0.28   0.62   1.15   0.27   0.62   1.13
  1995   0.24   0.58   1.11   0.23   0.55   1.03
  1996   0.20   0.52   1.03   0.21   0.50   1.02
  1997   0.21   0.48   0.95   0.18   0.42   0.95
  1998   0.19   0.45   0.91   0.16   0.38   0.79
  1999   0.23   0.53   1.13   0.15   0.47   1.00
  2000   0.22   0.69   1.70   0.14   0.62   1.38
  2001   0.24   0.57   1.49   0.18   0.56   1.32
  2002   0.34   0.63   1.36   0.22   0.59   1.44
  2003   0.26   0.60   1.29   0.23   0.58   1.13
  2004   0.23   0.50   0.99   0.22   0.48   0.99
  2005   0.25   0.51   0.92   0.23   0.48   0.88
  2006   0.22   0.47   0.90   0.23   0.47   0.86
  2007   0.20   0.46   0.87   0.22   0.46   0.79
  2008   0.27   0.64   1.65   0.25   0.61   1.16
  2009   0.34   0.83   1.77   0.31   0.81   1.44
  2010   0.28   0.68   1.38   0.30   0.73   1.21
  2011   0.23   0.58   1.16   0.23   0.54   1.01
  2012   0.26   0.66   1.33   0.25   0.63   1.31
  2013   0.20   0.54   1.11   0.24   0.54   1.05


  Value-Weighted Average of BE/ME
               Small                 Big         
          Low     2    High    Low     2    High 
  1926   0.50   1.07   3.37   0.45   1.00   2.16
  1927   0.53   1.11   3.35   0.50   1.07   2.38
  1928   0.40   0.93   2.72   0.33   0.89   1.86
  1929   0.35   0.75   2.16   0.26   0.74   1.46
  1930   0.51   1.18   3.98   0.42   0.98   2.09
  1931   0.76   1.92   7.90   0.58   1.65   4.19
  1932   1.19   3.68  16.59   0.99   3.46   9.50
  1933   1.21   3.88  22.01   1.06   3.60  10.95
  1934   0.71   1.85   8.79   0.56   1.48   4.99
  1935   0.64   1.64   7.83   0.48   1.42   5.39
  1936   0.43   1.07   6.25   0.33   0.95   3.01
  1937   0.32   0.74   3.65   0.28   0.70   1.97
  1938   0.68   1.52   7.87   0.58   1.31   3.86
  1939   0.46   1.13   5.54   0.38   1.05   3.28
  1940   0.55   1.24   5.41   0.44   1.13   3.36
  1941   0.62   1.40   7.28   0.50   1.29   3.97
  1942   0.85   1.72   8.93   0.67   1.64   5.20
  1943   0.83   1.65   8.55   0.67   1.53   4.81
  1944   0.65   1.28   4.25   0.56   1.15   3.32
  1945   0.53   1.02   3.15   0.44   0.94   2.55
  1946   0.36   0.69   1.99   0.34   0.71   1.53
  1947   0.46   0.86   2.46   0.41   0.83   2.04
  1948   0.58   1.03   2.75   0.49   0.95   2.35
  1949   0.72   1.27   3.24   0.62   1.21   2.74
  1950   0.65   1.22   2.99   0.53   1.13   2.80
  1951   0.62   1.06   2.31   0.52   1.01   2.04
  1952   0.58   1.07   2.34   0.51   0.96   2.31
  1953   0.58   1.10   2.33   0.51   0.98   2.17
  1954   0.62   1.30   2.98   0.55   1.11   2.63
  1955   0.47   0.93   1.99   0.40   0.84   1.84
  1956   0.46   0.86   1.83   0.37   0.80   1.66
  1957   0.49   0.93   2.07   0.40   0.85   1.91
  1958   0.56   1.19   2.92   0.48   1.02   2.67
  1959   0.42   0.84   1.79   0.35   0.73   1.70
  1960   0.40   0.78   1.78   0.30   0.69   1.52
  1961   0.39   0.85   2.04   0.36   0.75   1.78
  1962   0.30   0.71   1.77   0.27   0.60   1.47
  1963   0.36   0.83   2.08   0.37   0.75   1.70
  1964   0.34   0.76   1.83   0.33   0.67   1.44
  1965   0.32   0.70   1.56   0.29   0.62   1.36
  1966   0.28   0.60   1.33   0.25   0.59   1.13
  1967   0.35   0.74   1.57   0.30   0.71   1.58
  1968   0.23   0.57   1.17   0.22   0.56   1.02
  1969   0.20   0.47   0.93   0.19   0.50   0.86
  1970   0.29   0.68   1.45   0.22   0.70   1.26
  1971   0.35   0.77   1.70   0.28   0.78   1.48
  1972   0.31   0.71   1.51   0.24   0.72   1.21
  1973   0.30   0.74   1.55   0.22   0.75   1.30
  1974   0.54   1.27   2.65   0.37   1.15   2.15
  1975   0.89   1.92   3.98   0.70   1.81   3.53
  1976   0.63   1.39   2.65   0.52   1.35   2.33
  1977   0.52   1.09   1.96   0.48   1.07   1.66
  1978   0.54   1.14   1.97   0.53   1.11   1.75
  1979   0.54   1.20   2.07   0.56   1.21   1.95
  1980   0.42   1.11   1.92   0.53   1.08   1.82
  1981   0.33   1.04   1.94   0.44   1.00   1.86
  1982   0.42   1.10   2.03   0.51   1.13   1.81
  1983   0.36   1.00   1.80   0.40   1.03   1.65
  1984   0.32   0.81   1.46   0.37   0.82   1.36
  1985   0.39   0.91   1.68   0.44   0.95   1.50
  1986   0.31   0.76   1.39   0.37   0.79   1.29
  1987   0.29   0.72   1.41   0.34   0.73   1.21
  1988   0.37   0.86   1.70   0.36   0.84   1.45
  1989   0.35   0.77   1.49   0.36   0.77   1.26
  1990   0.28   0.70   1.36   0.29   0.68   1.18
  1991   0.36   0.91   2.19   0.33   0.84   1.60
  1992   0.26   0.68   1.53   0.24   0.69   1.28
  1993   0.25   0.62   1.35   0.25   0.64   1.10
  1994   0.24   0.59   1.16   0.26   0.61   1.04
  1995   0.27   0.66   1.29   0.28   0.65   1.22
  1996   0.22   0.58   1.20   0.23   0.55   1.11
  1997   0.21   0.54   1.09   0.21   0.49   1.07
  1998   0.20   0.46   0.98   0.18   0.44   0.93
  1999   0.21   0.56   1.28   0.17   0.53   1.11
  2000   0.19   0.64   1.52   0.14   0.59   1.40
  2001   0.22   0.63   1.94   0.18   0.58   1.56
  2002   0.25   0.61   1.45   0.20   0.56   1.26
  2003   0.31   0.69   1.63   0.26   0.65   1.34
  2004   0.23   0.54   1.08   0.22   0.51   1.04
  2005   0.23   0.50   0.91   0.23   0.48   0.91
  2006   0.22   0.50   0.96   0.22   0.50   0.93
  2007   0.22   0.48   0.90   0.23   0.48   0.92
  2008   0.22   0.54   1.18   0.22   0.53   0.94
  2009   0.35   0.84   2.37   0.32   0.82   1.74
  2010   0.26   0.66   1.44   0.27   0.69   1.26
  2011   0.24   0.59   1.19   0.24   0.57   1.04
  2012   0.27   0.68   1.41   0.27   0.66   1.48
  2013   0.24   0.63   1.28   0.26   0.61   1.27


  Sum of BE
                         Small                                      Big                    
             Low            2           High           Low            2           High     
1926        270.98        585.42       1683.24       3972.97      12242.32       3405.72
1927        204.14        655.48       1459.60       6960.57      11584.70       4732.10
1928        157.79        651.30       1868.08       5210.07      15347.86       4139.97
1929        222.29        806.25       2209.69       6543.88      15266.70       5529.49
1930        212.25       1005.97       2174.92      12895.09      15070.32       4274.35
1931        141.23       1001.69       2522.56      14945.05      16400.68       3005.51
1932        111.99        828.58       2690.82      14037.27      13205.02       5489.20
1933         94.71        750.05       2183.46      13328.45      10084.50       7409.32
1934         87.78        596.56       2250.02       7515.83      13561.71       9499.72
1935         81.80        647.35       2776.31       5996.93      15163.52       8885.45
1936        146.24        678.13       2560.17       5920.16      12319.12      11378.18
1937        203.72        645.33       2491.23       5594.42      13431.96      11931.47
1938        177.37        733.31       2994.22      10565.34      10678.70       9772.13
1939        177.93        740.91       2956.40       7063.44      15575.84       7962.00
1940        178.97        833.83       2493.88       9310.33      12118.48       9283.54
1941        205.03        814.06       2942.96       9842.30      12087.51       9280.53
1942        187.84        869.52       2714.35      11150.45      12969.57       8595.22
1943        271.91       1001.97       2538.69      12303.52      10873.24      10969.12
1944        295.07       1178.10       2345.00      11172.29      12018.25      12129.20
1945        407.04       1238.34       2421.63       8107.88      15109.69      14526.83
1946        448.74       1331.83       3031.66       7020.88      14166.52      17210.45
1947        453.67       1581.38       3256.13       8863.29      17927.56      15860.83
1948        612.52       1750.46       2922.76      11841.19      18710.33      17593.52
1949        533.66       1894.97       4255.47      19542.84      18092.21      14537.09
1950        521.81       2020.06       4389.79      16918.85      25053.08      16482.02
1951        598.50       2324.25       4613.21      21312.00      27000.90      17516.38
1952        642.21       2741.05       4390.87      27270.33      27631.31      18884.49
1953        530.89       2979.58       4912.24      30976.92      31606.94      18367.23
1954        545.45       3185.24       5940.14      31152.14      38269.19      17906.04
1955        628.03       3378.66       5972.97      33690.42      43237.92      17427.70
1956        764.02       3655.50       6472.08      40725.19      45690.07      17931.94
1957        775.13       3909.47       7379.10      51665.60      45937.48      20021.26
1958        585.72       4709.75       8017.89      54956.74      50686.50      21950.94
1959        920.05       4788.86       7900.90      55260.04      55309.98      26429.41
1960       1146.32       4733.88       9593.94      49352.06      65678.46      32578.54
1961       1046.41       5252.11      10085.54      64616.41      56500.70      34988.09
