Date,Open,High,Low,Close,Volume,Adj Close
2011-03-01,15.10,15.12,13.75,14.26,92856000,14.26
2011-02-01,16.14,16.51,14.49,15.05,98138900,15.05
2011-01-03,17.02,18.97,15.45,15.95,118252700,15.95
2010-12-01,16.24,17.03,16.14,16.79,49679400,16.79
2010-11-01,14.32,17.42,14.16,15.94,128240700,15.94
2010-10-01,12.24,14.47,12.12,14.13,74920400,14.13
2010-09-01,11.53,12.75,11.46,12.24,54829400,12.24
2010-08-02,13.06,13.24,10.95,11.29,63841200,11.29
2010-07-01,10.23,13.18,10.02,12.77,86658700,12.77
2010-06-01,11.50,12.15,9.75,10.08,89608100,10.08
2010-05-03,13.18,13.49,10.17,11.73,139647400,11.73
2010-04-01,12.84,14.57,12.34,13.02,128193900,13.02
2010-03-01,11.81,14.54,11.75,12.57,157154000,12.57
2010-02-01,11.14,11.88,10.49,11.74,88672700,11.74
2010-01-04,10.17,12.14,10.05,10.84,142966900,10.84
2009-12-01,9.01,10.37,8.76,10.00,61117800,10.00
2009-11-02,7.73,9.14,7.24,8.89,117182900,8.89
2009-10-01,7.18,7.98,6.61,7.00,71169300,7.00
2009-09-01,7.51,7.77,6.75,7.21,71720600,7.21
2009-08-03,8.65,8.86,7.13,7.60,83598100,7.60
2009-07-01,6.12,8.00,5.24,8.00,91542900,8.00
2009-06-01,5.95,6.53,5.21,6.07,86780900,6.07
2009-05-01,5.99,6.54,4.71,5.75,123350300,5.75
2009-04-01,2.56,5.99,2.40,5.98,126461100,5.98
2009-03-02,1.91,2.99,1.65,2.63,45891900,2.63
2009-02-02,1.86,2.16,1.50,2.00,31878100,2.00
2009-01-02,2.30,2.85,1.80,1.87,52639800,1.87
2008-12-01,3.00,3.54,2.02,2.29,117333800,2.29
2008-11-03,2.25,2.74,1.01,2.69,93671900,2.69
2008-10-01,4.75,5.47,1.80,2.19,75605900,2.19
2008-09-02,4.67,5.70,4.17,5.20,70385500,5.20
2008-08-01,4.80,5.50,4.24,4.46,50665900,4.46
2008-07-01,4.71,6.33,4.30,4.80,68918000,4.80
2008-06-02,6.85,6.93,4.46,4.81,65447700,4.81
2008-05-01,8.28,8.68,6.59,6.80,52800600,6.80
2008-04-01,5.77,8.79,5.77,8.26,88700000,8.26
2008-03-03,6.42,6.42,4.95,5.72,66914600,5.72
2008-02-01,6.69,6.93,6.01,6.53,40550600,6.53
2008-01-02,6.73,6.94,5.50,6.64,57439800,6.64
2007-12-03,7.52,7.52,6.65,6.73,39147400,6.73
2007-11-01,8.77,8.99,6.87,7.51,50175400,7.51
2007-10-01,8.56,9.24,8.13,8.87,48909000,8.87
2007-09-04,7.78,9.00,7.50,8.49,46762300,8.49
2007-08-01,8.48,8.87,7.49,7.81,43250900,7.81
2007-07-02,9.57,9.64,7.90,8.51,67365600,8.51
2007-06-01,8.37,9.70,8.05,9.42,46394300,9.42
2007-05-01,8.04,8.98,7.96,8.34,36671700,8.34
2007-04-02,7.90,8.38,7.67,8.04,36198300,8.04
2007-03-01,7.77,8.23,7.44,7.89,48838700,7.89
2007-02-01,8.17,8.97,7.60,7.91,45474900,7.91
2007-01-03,7.56,8.62,7.43,8.13,65908200,8.13
2006-12-01,8.10,8.15,6.85,7.51,99135400,7.51
2006-11-01,8.33,9.19,8.00,8.13,21260100,8.13
2006-10-02,8.10,8.67,7.81,8.28,26241100,8.28
2006-09-01,8.42,9.48,7.61,8.09,50283900,8.09
2006-08-01,6.68,8.47,6.47,8.37,40382400,8.37
2006-07-03,6.98,6.98,6.06,6.67,28633300,6.67
2006-06-01,7.21,7.25,6.17,6.93,28872000,6.88
2006-05-01,7.08,7.43,6.75,7.16,25832500,7.11
2006-04-03,8.05,8.05,6.91,6.95,34323800,6.90
2006-03-01,8.00,8.29,7.39,7.96,21807800,7.79
2006-02-01,8.53,8.70,7.96,7.97,16911300,7.80
2006-01-03,7.72,8.96,7.66,8.58,30642300,8.40
2005-12-01,8.24,8.41,7.64,7.72,17709600,7.47
2005-11-01,8.33,8.57,7.57,8.13,18485300,7.87
2005-10-03,10.00,10.00,7.98,8.32,21327400,8.05
2005-09-01,9.97,10.20,9.55,9.86,11558900,9.42
2005-08-01,10.72,11.04,9.64,9.97,10806100,9.53
2005-07-01,10.22,11.19,10.12,10.74,10445300,10.26
2005-06-01,10.04,11.48,9.85,10.24,14893600,9.70
2005-05-02,9.16,10.45,9.07,9.98,16626500,9.45
2005-04-01,11.65,11.69,9.07,9.11,16543800,8.63
2005-03-01,12.57,12.73,10.94,11.33,11663600,10.62
2005-02-01,13.27,13.54,12.49,12.65,9122600,11.85
2005-01-03,14.66,14.75,13.04,13.17,10399200,12.34
2004-12-01,14.16,15.00,13.90,14.64,7012400,13.61
2004-11-01,13.13,14.45,12.88,14.18,7471900,13.18
2004-10-01,14.10,14.32,12.61,13.03,11003600,12.12
2004-09-01,14.12,14.68,13.65,14.05,8064100,12.96
2004-08-02,14.65,15.10,13.61,14.11,7309100,13.02
2004-07-01,15.65,15.77,14.30,14.72,9186000,13.58
2004-06-01,14.86,16.48,14.66,15.65,10165600,14.34
2004-05-03,15.20,15.65,13.89,14.85,12017700,13.61
