Date,Open,High,Low,Close,Volume,Adj Close,
9/14/2010,128.43,129.92,128.43,128.85,4850500,121.03,
9/13/2010,128.63,130,128.52,129.61,5271300,121.75,
9/10/2010,126.99,128.29,126.26,127.99,4418700,120.23,
9/9/2010,127.27,127.57,126.15,126.36,3436700,118.69,
9/8/2010,126.02,126.52,125.39,126.08,4477500,118.43,
9/7/2010,126.99,127.36,125.88,125.95,4353300,118.31,
9/3/2010,126.22,127.6,125.9,127.58,5142900,119.84,
9/2/2010,126.03,126.23,124.65,125.04,5103300,117.45,
9/1/2010,125.31,126.31,124.52,125.77,5623100,118.14,
8/31/2010,123.31,123.99,122.28,123.13,5624200,115.66,
8/30/2010,125.08,125.27,123.4,123.4,3604000,115.91,
8/27/2010,123.83,124.8,122.42,124.73,6214200,117.16,
8/26/2010,125.78,125.78,122.78,122.78,7746600,115.33,
8/25/2010,124.57,125.6,124,125.27,5235300,117.67,
8/24/2010,125.21,126.02,124.57,124.9,5621200,117.32,
8/23/2010,127.57,128.03,126.44,126.47,4034400,118.8,
8/20/2010,128.72,128.98,126.96,127.5,6246300,119.76,
8/19/2010,128.67,129.59,128.02,128.9,5402400,121.08,
8/18/2010,128.87,130.2,127.8,129.39,4883200,121.54,
8/17/2010,128.83,129.85,127.9,128.45,4298300,120.66,
8/16/2010,127.47,128.23,126.96,127.77,4009200,120.02,
8/13/2010,127.96,128.46,127.33,127.87,4669400,120.11,
8/12/2010,127.69,128.78,127.52,128.3,5132200,120.52,
8/11/2010,130.69,130.69,129.46,129.83,6316100,121.95,
8/10/2010,131.18,132.49,130.77,131.84,5471700,123.84,
8/9/2010,130.79,132.34,130.4,132,6131700,123.99,
8/6/2010,130.41,130.48,128.76,130.14,6136200,122.24,
8/5/2010,130.73,131.98,130.53,131.83,4520600,123.22,
8/4/2010,130.46,131.5,129.85,131.27,4567500,122.7,
8/3/2010,130.03,131.04,129.33,130.37,5091800,121.86,
8/2/2010,129.25,131.2,129.25,130.76,6437500,122.22,
7/30/2010,127.43,128.98,127.04,128.4,6021000,120.02,
7/29/2010,129.06,129.5,127.14,128.02,8994200,119.66,
7/28/2010,128.67,129.35,127.88,128.43,4248800,120.04,
7/27/2010,128.78,129.17,127.89,128.63,4648200,120.23,
7/26/2010,128.18,128.43,127.14,128.41,5174900,120.03,
7/23/2010,127.3,128.8,127,128.38,5078000,120,
7/22/2010,126.32,127.78,126.05,127.47,6909000,119.15,
7/21/2010,126.44,126.5,124.62,125.27,8615500,117.09,
7/20/2010,122.97,126.56,122.93,126.55,16337400,118.29,
7/19/2010,128.67,130.38,128.37,129.79,8388600,121.31,
7/16/2010,129.96,130.15,127.85,128.03,7002900,119.67,
7/15/2010,129.87,130.92,129.55,130.72,6186800,122.18,
7/14/2010,129.32,131.6,129.14,130.72,6607200,122.18,
7/13/2010,128.97,130.98,128.69,130.48,6687700,121.96,
7/12/2010,127.37,128.83,127.16,128.67,4206900,120.27,
7/9/2010,127.9,128.2,127.29,127.96,3898000,119.6,
7/8/2010,127.37,128.15,126.74,127.97,5439300,119.61,
7/7/2010,123.47,127.12,123.47,127,7090300,118.71,
7/6/2010,123.58,124.63,122.17,123.46,6348700,115.4,
7/2/2010,123.29,123.29,120.61,121.86,6454500,113.9,
7/1/2010,123.55,124.21,121.61,122.57,9742100,114.57,
6/30/2010,124.83,125.22,123,123.48,8018000,115.42,
6/29/2010,127.35,128.4,124.12,125.09,9376200,116.92,
6/28/2010,127.65,129.47,127.22,128.98,6335100,120.56,
6/25/2010,128.34,129.1,127.12,127.12,10420400,118.82,
6/24/2010,129.57,129.73,127.7,128.19,5565500,119.82,
6/23/2010,129.25,131.47,129.09,130.11,6855800,121.61,
6/22/2010,130.37,131.47,129.07,129.3,6030200,120.86,
6/21/2010,131.42,131.94,130.22,130.65,6857800,122.12,
6/18/2010,131.02,131.25,130.13,130.15,9581400,121.65,
6/17/2010,130.07,131.03,129.86,130.98,5571000,122.43,
6/16/2010,128.34,130.68,128.34,130.35,6401000,121.84,
6/15/2010,128.93,129.95,128.37,129.79,6652500,121.31,
6/14/2010,128.5,129.97,128.49,128.5,6753000,120.11,
6/11/2010,126.73,128.8,126.44,128.45,5820200,120.06,
6/10/2010,125.99,128.22,125.8,127.68,7479700,119.34,
6/9/2010,124.83,125.84,123.58,123.9,7795500,115.81,
6/8/2010,124.26,124.46,122.82,123.72,8399200,115.64,
6/7/2010,125.57,125.86,124.13,124.13,6951400,116.02,
6/4/2010,126.37,127.1,124.67,125.28,9669200,117.1,
6/3/2010,127.75,128.22,126.46,127.96,6645300,119.6,
6/2/2010,124.85,127.5,124.35,127.41,7705300,119.09,
6/1/2010,124.69,126.88,124.2,124.34,7135400,116.22,
5/28/2010,125.96,126.28,124.29,125.26,7421900,117.08,
5/27/2010,125.05,126.39,124.77,126.39,7725900,118.14,
5/26/2010,124.89,125.94,123,123.23,9083200,115.18,
5/25/2010,121.47,124.95,121.47,124.52,9494800,116.39,
5/24/2010,125.26,126.02,124.04,124.45,6868600,116.32,
5/21/2010,122.16,125.61,121.4,125.42,12639500,117.23,
5/20/2010,127.22,127.96,123.68,123.8,13176500,115.72,
5/19/2010,129.37,130.5,127.82,128.86,8669300,120.45,
5/18/2010,131.26,131.99,129.9,129.95,9330000,121.46,
5/17/2010,130.68,131.76,128.7,130.44,8923400,121.92,
5/14/2010,131.06,131.67,129.41,131.19,9920100,122.62,
5/13/2010,130.93,133.1,130.85,131.48,10497800,122.89,
5/12/2010,127.16,132.85,127.01,132.68,16626900,124.02,
5/11/2010,125.21,128.42,125.15,126.89,6498900,118.6,
5/10/2010,126.27,126.67,125.06,126.27,8463900,118.02,
5/7/2010,123.36,124.39,120,122.1,10584800,114.13,
5/6/2010,126.29,127.93,116,123.92,13168800,115.83,
5/5/2010,127.12,128.23,126.87,127.46,6072800,118.53,
5/4/2010,128.89,128.93,126.57,128.12,8285000,119.14,
5/3/2010,129.39,130.14,128.8,129.6,4992100,120.52,
4/30/2010,130.43,130.64,128.84,129,6266700,119.96,
4/29/2010,130.55,131.21,130.15,130.46,5786900,121.32,
4/28/2010,129.4,130.47,129.03,130.1,7122300,120.98,
4/27/2010,129.9,132,128.71,128.82,10916700,119.79,
4/26/2010,129.76,131.04,129.54,130.73,5285400,121.57,
4/23/2010,129.08,130.1,128.71,129.99,6197300,120.88,
4/22/2010,128.64,129.36,127.77,129.13,6018500,120.08,
4/21/2010,129.87,130.27,128.5,128.99,7559200,119.95,
4/20/2010,129.2,130.33,128.26,129.69,15216500,120.6,
4/19/2010,130.38,132.28,130.38,132.23,11353700,122.97,
4/16/2010,130.68,132.17,130.25,130.63,9546200,121.48,
4/15/2010,130.53,131.14,130.19,130.89,6425300,121.72,
4/14/2010,129.73,131.42,129.46,131.25,8545800,122.05,
4/13/2010,128.26,129.43,127.84,129.03,6819100,119.99,
4/12/2010,128.57,128.96,128.24,128.36,3992300,119.37,
4/9/2010,127.88,128.87,127.12,128.76,5185100,119.74,
4/8/2010,128.04,128.23,127.2,127.61,6006900,118.67,
4/7/2010,128.53,129.27,128.01,128.48,5157000,119.48,
4/6/2010,128.68,129.3,128.05,128.93,3926300,119.9,
4/5/2010,128.38,129.8,128.14,129.35,4118700,120.29,
4/1/2010,128.95,129.31,127.55,128.25,4980500,119.26,
3/31/2010,128.23,128.75,127.65,128.25,4904800,119.26,
3/30/2010,128.9,129.13,128.25,128.77,3426600,119.75,
3/29/2010,129.3,129.95,128.26,128.59,4643000,119.58,
3/26/2010,128.93,129.78,128.72,129.26,5550800,120.2,
3/25/2010,129.36,130.73,129.13,129.24,7603200,120.18,
3/24/2010,128.63,129.95,128.47,128.53,6669300,119.52,
3/23/2010,127.94,129.43,127.64,129.37,5978500,120.31,
3/22/2010,127.11,128.39,126.57,127.98,5651900,119.01,
3/19/2010,128.84,128.93,126.78,127.71,10744000,118.76,
3/18/2010,127.46,128.75,127.45,128.38,4954400,119.39,
3/17/2010,128.9,128.93,127.36,127.76,6348400,118.81,
3/16/2010,128,128.88,127.45,128.67,6134900,119.65,
3/15/2010,127.4,128.34,127.28,127.83,4497700,118.87,
3/12/2010,127.91,128.37,127.51,127.94,5169500,118.98,
3/11/2010,125.71,127.81,125.71,127.6,7922200,118.66,
3/10/2010,125.99,126.36,125.21,125.62,6916200,116.82,
3/9/2010,126.27,126.29,125.2,125.55,7528800,116.75,
3/8/2010,127.06,127.5,126.36,126.41,6199300,117.55,
3/5/2010,127.17,127.55,127.04,127.25,6140200,118.33,
3/4/2010,127.07,127.07,125.47,126.72,6032300,117.84,
3/3/2010,127.73,128.02,126.68,126.88,6390000,117.99,
3/2/2010,128.7,129.09,127.13,127.42,6013300,118.49,
3/1/2010,127.5,128.83,127.47,128.57,4577700,119.56,
2/26/2010,127.01,128,126.74,127.16,4784200,118.25,
2/25/2010,126.05,127.24,125.57,127.07,5658700,118.17,
2/24/2010,127.02,128.27,126.81,127.59,4782000,118.65,
2/23/2010,126.48,127.66,126,126.46,4591900,117.6,
2/22/2010,127.3,127.43,126.31,126.85,3808100,117.96,
2/19/2010,127.35,128.06,126.87,127.19,6303100,118.28,
2/18/2010,126.13,128,126,127.81,5525900,118.85,
2/17/2010,125.5,126.53,125.21,126.33,5827400,117.48,
2/16/2010,124.91,125.23,124.11,125.23,6777300,116.46,
2/12/2010,123.01,124.05,121.61,124,8017700,115.31,
2/11/2010,122.58,124.2,122.06,123.73,5089000,115.06,
2/10/2010,122.94,123.65,122.21,122.81,5219100,114.21,
2/9/2010,122.65,124.2,122.46,123.21,6044500,114.58,
2/8/2010,123.15,123.22,121.74,121.88,5718500,113.34,
2/5/2010,123.04,123.72,121.83,123.52,8617000,114.35,
2/4/2010,125.19,125.44,122.9,123,9126900,113.87,
2/3/2010,125.16,126.07,125.07,125.66,4177100,116.34,
2/2/2010,124.79,125.81,123.95,125.53,5899900,116.21,
2/1/2010,123.23,124.95,122.78,124.67,7242900,115.42,
1/29/2010,124.32,125,121.9,122.39,11571200,113.31,
1/28/2010,127.03,127.04,123.05,123.75,9622200,114.57,
1/27/2010,125.82,126.96,125.04,126.33,8719200,116.96,
1/26/2010,125.92,127.75,125.41,125.75,7135300,116.42,
1/25/2010,126.33,126.89,125.71,126.12,5738500,116.76,
1/22/2010,128.67,128.89,125.37,125.5,10088600,116.19,
1/21/2010,130.47,130.69,128.06,129,9608600,119.43,
1/20/2010,130.46,131.15,128.95,130.25,15197500,120.58,
1/19/2010,131.63,134.25,131.56,134.14,13916200,124.19,
1/15/2010,132.03,132.89,131.09,131.78,8494400,122,
1/14/2010,130.55,132.71,129.91,132.31,7111800,122.49,
1/13/2010,130.39,131.12,129.16,130.23,6455400,120.57,
1/12/2010,129.03,131.33,129,130.51,8081500,120.83,
1/11/2010,131.06,131.06,128.67,129.48,5730400,119.87,
1/8/2010,129.07,130.92,129.05,130.85,4197200,121.14,
1/7/2010,129.87,130.25,128.91,129.55,5840600,119.94,
1/6/2010,130.68,131.49,129.81,130,5605300,120.35,
1/5/2010,131.68,131.85,130.1,130.85,6841400,121.14,
1/4/2010,131.18,132.97,130.85,132.45,6155300,122.62,
12/31/2009,132.41,132.85,130.75,130.9,4223400,121.19,
12/30/2009,131.23,132.68,130.68,132.57,3867000,122.73,
12/29/2009,132.28,132.37,131.8,131.85,4184200,122.07,
12/28/2009,130.99,132.31,130.72,132.31,5800400,122.49,
12/24/2009,129.89,130.57,129.48,130.57,4265100,120.88,
12/23/2009,129.7,130,129.3,130,4127600,120.35,
12/22/2009,129.3,129.98,129.19,129.93,5535500,120.29,
12/21/2009,127.8,128.94,127.68,128.65,4772500,119.1,
12/18/2009,127.97,128.39,127,127.91,9106600,118.42,
12/17/2009,128,128.56,127.12,127.4,5909500,117.95,
12/16/2009,128.74,129.6,128.35,128.71,6372500,119.16,
12/15/2009,129.46,129.86,127.94,128.49,7862600,118.96,
12/14/2009,129.65,129.98,129.6,129.93,5201300,120.29,
12/11/2009,129.01,129.77,128.71,129.68,6597200,120.06,
12/10/2009,128.13,129.47,128.09,129.34,7077800,119.74,
12/9/2009,126.7,128.39,126.11,128.39,6071900,118.86,
12/8/2009,126.97,127.35,126.16,126.8,5351400,117.39,
12/7/2009,126.88,127.53,126.59,127.04,4144400,117.61,
12/4/2009,128.4,128.9,126,127.25,7068500,117.81,
12/3/2009,127.6,128.47,127.25,127.55,5760000,118.09,
12/2/2009,127.32,128.39,127.16,127.21,4597900,117.77,
12/1/2009,127.29,128.39,126.85,127.94,6578600,118.45,
11/30/2009,125.12,126.6,124.92,126.35,6302700,116.97,
11/27/2009,124.59,126.62,124.26,125.7,3319200,116.37,
11/25/2009,127.88,128.22,127.08,127.28,3967700,117.84,
11/24/2009,127.9,128.32,127.14,127.93,4816500,118.44,
11/23/2009,127.7,128.94,127.65,128.2,7003500,118.69,
11/20/2009,127.17,127.69,126.46,126.96,5354200,117.54,
11/19/2009,127.28,127.84,126.51,127.54,5308400,118.08,
11/18/2009,128.05,128.35,127.55,128.15,3970100,118.64,
11/17/2009,127.43,128.65,127.4,128.63,1027500,119.08,
11/16/2009,127.17,128.24,127.03,128.21,7822500,118.7,
11/13/2009,126.41,127.8,126.27,127.03,4979700,117.6,
11/12/2009,126.61,127.65,126.11,126.26,5345400,116.89,
11/11/2009,126.55,127.3,125.94,127.19,6530800,117.75,
11/10/2009,125.3,127.05,125.17,126.91,6444500,117.49,
11/9/2009,123.92,126,123.49,126,7764600,116.65,
11/6/2009,122.51,123.49,122.23,123.49,4979600,114.33,
11/5/2009,122.12,123.5,122,123.1,6701800,113.46,
11/4/2009,121.46,122.5,121.16,121.29,6353300,111.79,
11/3/2009,119.53,121.19,119.53,121.16,5706800,111.67,
11/2/2009,120.77,121.93,119.5,120.56,7049400,111.12,
10/30/2009,122.63,123.25,120.48,120.61,7711700,111.16,
10/29/2009,122.15,123.03,121.6,122.87,6309400,113.24,
10/28/2009,120.47,121.68,119.87,121.5,8780400,111.98,
10/27/2009,120.18,122.14,119.15,120.65,9445400,111.2,
10/26/2009,120.61,122.44,119.55,120.11,6538500,110.7,
10/23/2009,122.95,123.06,120,120.36,6799200,110.93,
10/22/2009,120.75,123,120.34,122.69,6027000,113.08,
10/21/2009,122.18,124.11,120.86,120.87,7171000,111.4,
10/20/2009,123.36,123.5,121.5,122.82,8780700,113.2,
10/19/2009,121.76,123.36,121.61,123.06,7514100,113.42,
10/16/2009,123.15,123.7,121.25,121.64,19216900,112.11,
10/15/2009,127.56,128,126.32,127.98,11904600,117.95,
10/14/2009,127.71,128.61,126.6,128.35,9545500,118.29,
10/13/2009,126.22,127.39,126.2,127.02,7581300,117.07,
10/12/2009,125.44,127.1,125.2,127.04,7730500,117.09,
10/9/2009,122.43,126,122.3,125.93,13123100,116.06,
10/8/2009,122.52,122.98,121.85,122.29,6498000,112.71,
10/7/2009,121.12,122.85,120.94,122.78,5872000,113.16,
10/6/2009,120.39,121.59,120.22,121.35,6659100,111.84,
10/5/2009,118.9,120.18,118.13,119.75,5673300,110.37,
10/2/2009,117.4,119.66,117.26,119.02,7581900,109.7,
10/1/2009,119.39,119.61,117.56,117.9,7067500,108.66,
9/30/2009,119.18,120,117.55,119.61,7733300,110.24,
9/29/2009,119.36,119.94,118.6,118.81,6748800,109.5,
9/28/2009,120.52,122,118.94,119.33,8248600,109.98,
9/25/2009,120.27,121.65,120.1,121.08,5187900,111.59,
9/24/2009,120.69,121.65,120.4,120.94,5426800,111.47,
9/23/2009,121.26,122.74,120.71,120.82,5538100,111.35,
9/22/2009,122.09,122.11,120.98,121.61,5564700,112.08,
9/21/2009,121.03,122.08,120.88,121.57,4515100,112.05,
9/18/2009,122.45,122.88,121.62,122.11,9935800,112.54,
9/17/2009,121.14,122.78,121.05,121.88,8392600,112.33,
9/16/2009,119.5,122,119.3,121.82,11236700,112.28,
9/15/2009,118.78,119.45,118.16,119.35,6536000,110,
9/14/2009,117,118.99,116.94,118.88,4758600,109.57,
9/11/2009,117.8,119.25,117.47,118.05,5893700,108.8,
9/10/2009,116.99,117.83,116.75,117.67,4889400,108.45,
9/9/2009,117.03,117.67,116.16,116.76,5248100,107.61,
9/8/2009,117.94,118.17,116.63,117.16,5797500,107.98,
9/4/2009,116.58,117.5,116.21,117.46,3451700,108.26,
9/3/2009,116.55,116.73,115.15,116.33,4936200,107.22,
9/2/2009,116.34,117.24,116,116.09,5178800,107,
9/1/2009,117.67,118.93,116.5,116.69,6303800,107.55,
8/31/2009,117.1,118.06,116.92,118.05,5439400,108.8,
8/28/2009,120.1,120.23,117.77,118.22,6235700,108.96,
8/27/2009,118.73,119.59,117.85,119.43,4356900,110.07,
8/26/2009,118.64,119.85,117.51,119.47,4515500,110.11,
8/25/2009,119.25,120.15,118.71,118.83,4652200,109.52,
8/24/2009,119.92,120.88,119.1,119.32,6363400,109.97,
8/21/2009,119.65,120.01,118.55,119.9,8306800,110.51,
8/20/2009,118.44,119.41,118.1,118.95,4841700,109.63,
8/19/2009,116.36,118.77,116.12,118.57,4837900,109.28,
8/18/2009,116.81,118,116.73,117.63,4286200,108.41,
8/17/2009,116.69,117.44,116.21,116.86,5349600,107.7,
8/14/2009,119.29,119.74,117.62,118.57,4796400,109.28,
8/13/2009,119.28,119.78,118.63,119.58,5489200,110.21,
8/12/2009,117.6,119.96,117.42,119.29,6289700,109.94,
8/11/2009,118.03,118.5,117.32,117.79,4844500,108.56,
8/10/2009,118.17,119.19,117.97,118.7,3981300,109.4,
8/7/2009,118.11,119.91,118.11,119.33,5763200,109.98,
8/6/2009,118.31,118.4,116.7,117.38,6003100,108.18,
8/5/2009,118.52,119,117.86,118.47,5025800,108.68,
8/4/2009,119.17,119.8,119.02,119.6,4993500,109.72,
8/3/2009,118.88,119.96,118.69,119.92,6108200,110.01,
7/31/2009,117.56,118.99,117.56,117.93,5329600,108.19,
7/30/2009,118,119.37,117.67,117.86,6803100,108.12,
7/29/2009,116.36,117.28,116.05,117.26,5100900,107.57,
7/28/2009,116.63,117.52,116.34,117.28,5782900,107.59,
7/27/2009,116.95,117.92,116.57,117.63,5069200,107.91,
7/24/2009,116.68,118.15,116.63,117.64,6261000,107.92,
7/23/2009,115.06,118,115.06,117.06,8461400,107.39,
7/22/2009,116.18,117.2,115.09,115.57,8813400,106.02,
7/21/2009,115.87,117.04,115.38,117.04,8301700,107.37,
7/20/2009,114.53,116.88,114.39,116.44,10682500,106.82,
7/17/2009,113.41,115.53,113.16,115.42,20188900,105.88,
7/16/2009,106.84,110.97,106.79,110.64,14997900,101.5,
7/15/2009,104.75,107.22,104.6,107.22,8699100,98.36,
7/14/2009,103.42,103.62,102.52,103.25,5413500,94.72,
7/13/2009,101.28,103.65,100.19,103.62,9494300,95.06,
7/10/2009,100.97,101.72,99.8,100.83,7465900,92.5,
7/9/2009,101.12,102.78,100.85,102.08,6153200,93.65,
7/8/2009,100.29,101.17,99.5,100.68,7380800,92.36,
