Date,Open,High,Low,Close,Volume,Adj Close,
1/9/2014,189.02,189.5,186.55,187.38,4321300,186.36,-0.003155924
1/8/2014,189.33,189.42,187.26,187.97,4603700,186.95,-0.009168963
1/7/2014,186.39,190.35,186.38,189.71,5932300,188.68,0.019947024
1/6/2014,187.15,187.36,185.3,186,4067800,184.99,-0.003394031
1/3/2014,185.83,187.35,185.3,186.64,4063200,185.62,0.005961413
1/2/2014,187.21,187.4,185.2,185.53,4546500,184.52,-0.010881801
12/31/2013,186.49,187.79,186.3,187.57,3619700,186.55,0.00625708
12/30/2013,185.32,186.7,184.67,186.41,3018600,185.39,0.007171185
12/27/2013,185.84,186.5,184.56,185.08,3381600,184.07,-0.001464685
12/26/2013,183.56,185.56,183.51,185.35,3325700,184.34,0.011634288
12/24/2013,181.96,183.5,181.91,183.22,1613600,182.22,0.005407195
12/23/2013,181.05,182.93,180.61,182.23,4079900,181.24,0.012287757
12/20/2013,180.12,182,180.02,180.02,7653500,179.04,-0.001115822
12/19/2013,177.88,180.54,177.88,180.22,5927000,179.24,0.008496033
12/18/2013,176.45,178.74,174.85,178.7,5697700,177.73,0.016762014
12/17/2013,177.36,177.49,175.12,175.76,5471900,174.8,-0.011759385
12/16/2013,173.22,178.35,172.73,177.85,7517000,176.88,0.029209822
12/13/2013,173.52,174.38,172.73,172.8,4184400,171.86,-0.003247883
12/12/2013,175.06,175.8,173.3,173.37,5671600,172.42,-0.010445363
12/11/2013,177,177.76,175.1,175.2,4090400,174.24,-0.010843032
12/10/2013,176.9,177.67,176.06,177.12,4127800,176.15,-0.001926455
12/9/2013,177.99,178.15,176.83,177.46,3796600,176.49,-0.001188455
12/6/2013,176.7,178,176.01,177.67,4739800,176.7,0.009022385
12/5/2013,176.15,176.86,175.28,176.08,4384900,175.12,0.001945303
12/4/2013,175.37,177.5,175.16,175.74,5267400,174.78,-0.001941526
12/3/2013,177,178.23,175.64,176.08,5864000,175.12,-0.007874908
12/2/2013,179.46,179.59,177.12,177.48,4560000,176.51,-0.012255176
11/29/2013,179.21,180.76,179,179.68,2870500,178.7,0.003988988
11/27/2013,177.83,180.18,177.82,178.97,4596500,177.99,0.009356924
11/26/2013,178.67,178.94,177.31,177.31,5756000,176.34,-0.009103169
11/25/2013,180.25,180.75,177.82,178.94,7161900,177.96,-0.01303311
11/22/2013,183.5,184.99,179.92,181.3,7610200,180.31,-0.015398897
11/21/2013,185.54,185.75,183.41,184.13,4459500,183.13,-0.005700945
11/20/2013,185.22,186.24,184.65,185.19,3645800,184.18,-0.000325662
11/19/2013,184.63,186.2,184.15,185.25,4577000,184.24,0.004251608
11/18/2013,183.52,184.99,183.27,184.47,5344900,183.46,0.006970745
11/15/2013,182.38,183.28,181.16,183.19,5176100,182.19,0.00535261
11/14/2013,180.48,183.2,179.66,182.21,6321500,181.22,-0.007285675
11/13/2013,182.27,183.55,181.59,183.55,4704400,182.55,0.002636349
11/12/2013,182.53,184.05,182.26,183.07,4258500,182.07,0.001044645
11/11/2013,180.19,183.39,180.04,182.88,5222300,181.88,0.016032624
11/8/2013,178.83,180.08,177.35,179.99,6275000,179.01,-5.58597E-05
11/7/2013,179.6,181.39,179.6,180,5219500,179.02,0.004545199
11/6/2013,177.91,179.75,177.78,179.19,4560700,178.21,0.012902126
11/5/2013,179.54,179.8,177.71,177.85,6096800,175.94,-0.01340212
11/4/2013,179.9,180.8,179.34,180.27,3483300,178.33,0.005809363
11/1/2013,179.81,180.34,178.88,179.23,3644500,177.3,0.000112816
10/31/2013,179.65,181.67,179.04,179.21,4318100,177.28,-0.005218562
10/30/2013,181.69,182.18,179.86,180.15,5273700,178.21,-0.010823712
10/29/2013,177.62,182.32,177.5,182.12,8904600,180.16,0.026903785
10/28/2013,177.04,177.89,176.2,177.35,3712700,175.44,0.0028008
10/25/2013,178.43,179.1,176.26,176.85,4842800,174.95,-0.005344249
10/24/2013,176.43,177.89,176.25,177.8,5533300,175.89,0.011559696
10/23/2013,175.09,175.99,174.4,175.77,5409400,173.88,0.0045641
10/22/2013,173.35,175.57,172.95,174.97,6977300,173.09,0.012222222
