Date,Open,High,Low,Close,Volume,Adj Close
2014-02-18,183.18,185.65,182.32,182.95,4553300,182.95
2014-02-10,176.97,184.43,176.25,183.69,4262500,183.69
2014-02-03,176.02,177.56,172.19,177.25,5046800,177.25
2014-01-27,179.61,179.65,175.34,176.68,5111900,175.72
2014-01-21,190.23,190.39,179.64,179.64,9684200,178.66
2014-01-13,186.26,190.81,183.86,190.09,5527000,189.05
2014-01-06,187.15,190.35,185.30,187.26,4589500,186.24
2013-12-30,185.32,187.79,184.67,186.64,3812000,185.62
2013-12-23,181.05,186.50,180.61,185.08,3100200,184.07
2013-12-16,173.22,182.00,172.73,180.02,6453400,179.04
2013-12-09,177.99,178.15,172.73,172.80,4374100,171.86
2013-12-02,179.46,179.59,175.16,177.67,4963200,176.70
2013-11-25,180.25,180.76,177.31,179.68,5096200,178.70
2013-11-18,183.52,186.24,179.92,181.30,5127400,180.31
2013-11-11,180.19,184.05,179.66,183.19,5136500,182.19
2013-11-04,179.90,181.39,177.35,179.99,5127000,179.01
2013-10-28,177.04,182.32,176.20,179.23,5170700,177.30
2013-10-21,174.42,179.10,172.63,176.85,5972300,174.95
2013-10-14,185.41,186.99,172.57,173.78,9132600,171.91
2013-10-07,181.85,186.23,178.71,186.16,4171900,184.16
2013-09-30,185.56,186.74,183.00,184.10,3270300,182.12
2013-09-23,190.06,192.41,186.45,186.92,3015900,184.91
2013-09-16,193.70,194.89,190.02,190.02,4475800,187.97
2013-09-09,183.68,193.10,183.31,192.17,3638900,190.10
2013-09-03,183.63,185.00,182.31,183.03,2964000,181.06
2013-08-26,185.27,187.00,181.10,182.27,3010400,180.31
2013-08-19,185.30,186.57,183.17,185.42,2912900,183.42
2013-08-12,186.97,189.99,185.34,185.34,3316100,183.34
2013-08-05,195.16,195.88,186.79,187.82,4025600,185.80
2013-07-29,196.83,197.83,193.22,195.16,3067700,192.10
2013-07-22,193.40,197.83,193.28,197.35,2943800,194.25
2013-07-15,192.42,200.94,191.68,193.54,6335800,190.50
2013-07-08,195.60,195.78,190.78,192.07,4143100,189.06
2013-07-01,192.15,195.16,190.26,194.93,3094500,191.87
2013-06-24,193.99,196.90,188.41,191.11,5018500,188.11
2013-06-17,203.44,206.09,193.54,195.46,4554600,192.39
2013-06-10,206.97,206.98,200.34,202.20,2916100,199.03
2013-06-03,208.25,210.05,201.47,206.35,3553700,203.11
2013-05-28,207.44,211.98,206.04,208.02,4199900,204.76
2013-05-20,208.02,210.15,204.42,205.72,4051800,202.49
2013-05-13,204.18,209.50,202.04,208.44,4317400,205.17
2013-05-06,203.79,205.00,201.52,204.47,3740100,201.26
2013-04-29,194.78,205.32,194.65,204.51,5361800,200.36
2013-04-22,191.15,195.17,187.68,194.31,5595300,190.37
2013-04-15,210.44,212.00,189.76,190.00,7139200,186.15
2013-04-08,209.07,213.09,207.33,211.38,3054700,207.09
2013-04-01,212.80,214.89,206.34,209.41,3249500,205.16
2013-03-25,212.54,213.44,209.74,213.30,3129000,208.97
2013-03-18,212.90,215.82,210.11,212.08,3617100,207.78
2013-03-11,210.04,215.90,209.04,214.92,4686600,210.56
2013-03-04,202.59,210.74,202.55,210.38,3736100,206.11
2013-02-25,201.67,203.12,197.51,202.91,3883800,198.80
2013-02-19,200.60,201.89,198.11,201.09,3436100,197.01
2013-02-11,200.98,201.95,199.02,200.98,2899600,196.90
2013-02-04,204.19,205.02,198.68,201.68,3283900,197.59
2013-01-28,204.85,206.22,202.96,205.18,3180200,200.18
2013-01-22,194.36,208.58,194.01,204.97,6877200,199.97
2013-01-14,192.82,195.00,190.39,194.47,3949600,189.73
2013-01-07,193.40,195.00,191.28,194.45,3317900,189.71
2012-12-31,189.23,196.35,188.84,193.99,3985900,189.26
2012-12-24,193.05,193.83,189.83,189.83,2977900,185.20
2012-12-17,191.76,196.45,191.57,193.42,4919700,188.70
2012-12-10,192.17,194.80,191.26,191.76,3854900,187.08
2012-12-03,190.76,192.20,186.94,191.95,3770000,187.27
2012-11-26,192.45,193.37,189.27,190.07,4223800,185.44
2012-11-19,188.62,193.49,188.25,193.49,3956500,188.77
2012-11-12,190.03,190.88,184.78,186.94,3790200,182.38
2012-11-05,192.36,196.75,188.88,189.64,3595400,185.02
2012-10-31,194.80,198.00,193.29,193.43,4690400,187.89
2012-10-22,193.71,194.68,190.56,193.27,3964800,187.74
2012-10-15,208.88,211.00,193.18,193.36,7456600,187.82
2012-10-08,210.02,210.74,205.05,207.80,3041900,201.85
2012-10-01,208.01,211.79,207.94,210.59,3557200,204.56
2012-09-24,205.02,208.32,203.90,207.45,3592400,201.51
2012-09-17,205.55,207.99,205.30,205.98,4973400,200.08
2012-09-10,199.39,207.65,198.73,206.81,3867800,200.89
2012-09-04,196.61,199.50,193.25,199.50,3793000,193.79
2012-08-27,197.96,198.30,193.18,194.85,2622700,189.27
2012-08-20,200.69,201.13,194.20,197.77,2828000,192.11
2012-08-13,198.88,202.00,197.72,201.22,2474700,195.46
2012-08-06,198.76,200.88,197.24,199.29,2475200,193.58
2012-07-30,196.32,198.95,193.02,198.52,2988800,192.02
2012-07-23,189.78,197.41,188.20,196.39,3759100,189.96
2012-07-16,185.58,196.85,183.20,192.45,6301500,186.14
2012-07-09,190.76,191.14,181.85,186.01,4599700,179.92
2012-07-02,196.36,197.20,189.74,191.41,2980100,185.14
2012-06-25,192.48,195.81,188.90,195.58,3727400,189.17
2012-06-18,197.57,199.99,193.19,193.70,4638800,187.35
2012-06-11,196.60,199.27,192.14,199.10,4076800,192.58
2012-06-04,188.34,195.83,187.00,195.14,3600500,188.75
2012-05-29,195.22,198.08,188.60,189.08,5428700,182.88
2012-05-21,195.98,198.26,193.20,194.30,3594000,187.93
2012-05-14,199.92,201.47,195.16,195.88,4476200,189.46
2012-05-07,203.96,204.77,199.06,201.17,3443800,194.58
